Started Log File:     logs/MMTK 2022-09-18 22-21-15-COM6.txt
Data Source:     COM6

jC$þ1	ñNEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
1	1000	0.00	0.00	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.02	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.08	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.15	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.09	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.04	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.16	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.38	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.53	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.76	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	1.24	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	1.81	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	2.26	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	2.55	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	2.68	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.70	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.61	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.52	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	2.54	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	2.66	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.76	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.76	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.69	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.66	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	2.74	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	2.80	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.79	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.76	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.80	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.94	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	2.61	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	1.33	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.29	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.03	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.02	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.04	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.05	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.05	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.03	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.02	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.02	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.02	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.03	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.08	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.11	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.12	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.14	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.19	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.26	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.39	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.75	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	1.49	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.24	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	2.62	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	2.78	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.89	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.84	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.69	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.58	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	2.54	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.48	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.40	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.35	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.32	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	2.34	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	2.36	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.34	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	2.31	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.30	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.30	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	2.28	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	2.24	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.23	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.23	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.25	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	2.24	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	2.20	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	2.17	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.13	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.11	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.09	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	2.06	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	2.05	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	2.04	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	2.02	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	2.05	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	2.05	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	2.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	1.67	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.72	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.11	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.38	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.48	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.44	1	1	1	1	1	
1	1000	0.00	0.01	100	3	0	0	0	12.46	1	1	1	1	1	
