Started Log File:     logs/MMTK 2022-09-18 23-55-47-COM6.txt
Data Source:     COM6

NEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
0	0.00	0.00	0.00	0	3	0	0	0	12.38	3	3	3	3	3	
1	-1204.76	-108.43	0.08	0	3	0	0	0	12.48	1	1	1	1	1	
1	-1204.76	-108.43	0.09	0	3	0	0	0	12.44	1	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.12	0	1	0	0	0	12.46	1	0	1	1	1	
1	0.00	54.21	0.09	0	1	0	0	0	12.46	1	0	1	1	1	
1	0.00	54.21	0.09	0	1	0	0	0	12.46	1	0	1	1	1	
1	0.00	54.21	0.09	0	1	0	0	0	12.46	1	0	1	1	1	
1	0.00	54.21	0.09	0	1	0	0	0	12.46	1	0	1	1	1	
1	0.00	54.21	0.11	0	1	0	0	0	12.46	1	3	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.12	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	0	0	0	0	12.36	0	1	1	1	1	
1	0.00	54.21	0.11	0	0	0	0	0	12.42	3	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.06	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	1	0	0	0	12.21	1	0	1	1	1	
1	0.00	54.21	0.13	0	1	0	0	0	12.46	1	0	1	1	1	
1	0.00	54.21	0.18	0	1	0	0	0	12.44	1	0	1	1	1	
1	0.00	54.21	0.14	0	1	0	0	0	12.48	1	0	1	1	1	
1	0.00	54.21	0.10	0	1	0	0	0	12.46	1	0	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.08	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.08	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.44	1	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.12	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.44	1	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.08	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.08	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.09	0	3	0	0	0	12.44	1	1	1	1	1	
1	0.00	54.21	0.08	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	0	0	0	0	12.34	0	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.12	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.13	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.13	0	3	0	0	0	12.44	1	1	1	1	1	
1	0.00	54.21	0.12	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.13	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.12	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.13	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.14	0	3	0	0	0	12.44	1	1	1	1	1	
1	0.00	54.21	0.13	0	3	0	0	0	12.44	1	1	1	1	1	
1	0.00	54.21	0.14	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.12	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.11	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.12	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.10	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.08	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.13	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.14	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.14	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.14	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.24	0	3	0	0	0	12.46	1	1	1	1	1	
1	0.00	54.21	0.31	0	3	0	0	0	12.48	1	1	1	1	1	
1	0.00	54.21	0.29	0	3	0	0	0	12.48	1	1	1	1	1	
